trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.6, 'e': 0.999}",20,0,-134.03987817970096,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
2,False,"{'a': 0.6, 'e': 0.998}",20,13,4.729464611539071,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
3,False,"{'a': 0.6, 'e': 0.997}",30,0,-254.01677996999888,"{0: 13, 1: 3, 2: 9, 3: 2, 4: 3}",0
4,False,"{'a': 0.6, 'e': 0.996}",25,0,-184.9905676661507,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
5,False,"{'a': 0.6, 'e': 0.995}",25,0,-90.76067280403976,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
6,False,"{'a': 0.6, 'e': 0.994}",25,0,-110.0773310885405,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
7,False,"{'a': 0.6, 'e': 0.993}",20,0,-150.59657540228793,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
8,False,"{'a': 0.6, 'e': 0.992}",20,0,-69.96315126802988,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
9,False,"{'a': 0.6, 'e': 0.991}",25,0,-134.4444556172595,"{0: 14, 1: 4, 2: 3, 3: 3, 4: 1}",0
10,False,"{'a': 0.6, 'e': 0.99}",35,0,-192.79607281113155,"{0: 20, 1: 5, 2: 5, 3: 3, 4: 2}",0
11,False,"{'a': 0.6, 'e': 0.989}",25,0,-267.83656673322844,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 5}",0
12,False,"{'a': 0.6, 'e': 0.988}",30,0,-255.030397166512,"{0: 13, 1: 6, 2: 4, 3: 4, 4: 3}",0
13,False,"{'a': 0.6, 'e': 0.987}",30,0,-158.69023557580738,"{0: 18, 1: 1, 2: 7, 3: 3, 4: 1}",0
14,False,"{'a': 0.6, 'e': 0.986}",25,0,-187.61097540834675,"{0: 15, 1: 1, 2: 4, 3: 2, 4: 3}",0
15,False,"{'a': 0.6, 'e': 0.985}",25,0,-163.51473804305954,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 3}",0
16,False,"{'a': 0.6, 'e': 0.984}",20,0,-102.06293968893894,"{0: 9, 1: 3, 2: 6, 3: 2, 4: 0}",0
17,False,"{'a': 0.6, 'e': 0.983}",30,0,-124.97623244366659,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
18,False,"{'a': 0.6, 'e': 0.982}",20,0,-150.71851419103726,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
19,False,"{'a': 0.6, 'e': 0.981}",20,0,-57.826457017937656,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
20,False,"{'a': 0.6, 'e': 0.98}",20,0,-120.56946386043055,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
21,False,"{'a': 0.6, 'e': 0.979}",25,0,-145.2277750484057,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
22,False,"{'a': 0.6, 'e': 0.978}",30,6,-60.44321127787971,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 1}",1
23,False,"{'a': 0.6, 'e': 0.977}",20,0,-57.97286948098944,"{0: 10, 1: 6, 2: 4, 3: 0, 4: 0}",0
24,False,"{'a': 0.6, 'e': 0.976}",25,0,-198.43482969395086,"{0: 12, 1: 3, 2: 6, 3: 1, 4: 3}",0
25,False,"{'a': 0.6, 'e': 0.975}",25,0,-102.56748160641587,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
26,False,"{'a': 0.6, 'e': 0.974}",20,0,-50.259201437708946,"{0: 11, 1: 6, 2: 3, 3: 0, 4: 0}",0
27,False,"{'a': 0.6, 'e': 0.973}",20,0,-136.62373365142292,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
28,False,"{'a': 0.6, 'e': 0.972}",25,0,-201.9212191384473,"{0: 14, 1: 2, 2: 3, 3: 3, 4: 3}",0
29,False,"{'a': 0.6, 'e': 0.971}",25,0,-74.86494293801397,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
30,False,"{'a': 0.6, 'e': 0.97}",20,0,-37.91291372748992,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
31,False,"{'a': 0.6, 'e': 0.969}",25,0,-163.14918678268594,"{0: 12, 1: 1, 2: 9, 3: 2, 4: 1}",0
32,False,"{'a': 0.6, 'e': 0.968}",25,0,-164.82167098345406,"{0: 9, 1: 8, 2: 6, 3: 0, 4: 2}",0
33,False,"{'a': 0.6, 'e': 0.967}",25,0,-80.4869062981494,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
34,False,"{'a': 0.6, 'e': 0.966}",25,0,-144.4390460720601,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 2}",0
35,False,"{'a': 0.6, 'e': 0.965}",20,0,-80.77145392049609,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
36,False,"{'a': 0.6, 'e': 0.964}",20,0,-182.08170934797062,"{0: 10, 1: 4, 2: 1, 3: 2, 4: 3}",0
37,False,"{'a': 0.6, 'e': 0.963}",25,20,9.217765143389178,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,False,"{'a': 0.6, 'e': 0.962}",20,0,-114.30891777859378,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
39,False,"{'a': 0.6, 'e': 0.961}",30,19,-23.030058903862724,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
40,False,"{'a': 0.6, 'e': 0.96}",20,0,-102.82775311195657,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
41,False,"{'a': 0.6, 'e': 0.959}",20,0,-98.63587743233298,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
42,False,"{'a': 0.6, 'e': 0.958}",30,9,-71.27773049175252,"{0: 13, 1: 2, 2: 4, 3: 2, 4: 0}",1
43,False,"{'a': 0.6, 'e': 0.957}",20,0,-77.64784949097664,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
44,False,"{'a': 0.6, 'e': 0.956}",20,0,-69.07317636400813,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
45,False,"{'a': 0.6, 'e': 0.955}",25,0,-86.34448665386465,"{0: 17, 1: 1, 2: 4, 3: 3, 4: 0}",0
46,False,"{'a': 0.6, 'e': 0.954}",25,1,-75.35146805573885,"{0: 13, 1: 6, 2: 4, 3: 1, 4: 0}",1
47,False,"{'a': 0.6, 'e': 0.953}",20,0,-71.78381068926716,"{0: 11, 1: 5, 2: 2, 3: 2, 4: 0}",0
48,False,"{'a': 0.6, 'e': 0.952}",20,0,-48.2670470531085,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
49,False,"{'a': 0.6, 'e': 0.951}",30,0,-149.64557944592715,"{0: 20, 1: 5, 2: 1, 3: 1, 4: 3}",0
50,False,"{'a': 0.6, 'e': 0.95}",25,0,-82.80662611258653,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
51,False,"{'a': 0.6, 'e': 0.949}",30,0,-187.70579536911356,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 3}",0
52,False,"{'a': 0.6, 'e': 0.948}",20,3,-56.42431199325821,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 1}",1
53,False,"{'a': 0.6, 'e': 0.947}",30,0,-165.2348611083035,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 3}",0
54,False,"{'a': 0.6, 'e': 0.946}",20,0,-42.40596622288474,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
55,False,"{'a': 0.6, 'e': 0.945}",30,0,-137.49396494484995,"{0: 16, 1: 4, 2: 9, 3: 0, 4: 1}",0
56,False,"{'a': 0.6, 'e': 0.944}",30,17,-85.96788906374317,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 2}",1
57,False,"{'a': 0.6, 'e': 0.943}",35,0,-204.29808603977233,"{0: 21, 1: 2, 2: 8, 3: 1, 4: 3}",0
58,False,"{'a': 0.6, 'e': 0.942}",30,0,-157.49807830999288,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
59,False,"{'a': 0.6, 'e': 0.941}",20,0,-126.42303567656677,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
60,False,"{'a': 0.6, 'e': 0.94}",20,0,-64.75368973826752,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
61,False,"{'a': 0.6, 'e': 0.939}",25,0,-135.49878260132562,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
62,False,"{'a': 0.6, 'e': 0.938}",20,0,-26.36774216014159,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
63,False,"{'a': 0.6, 'e': 0.9369999999999999}",25,0,-134.71865479544383,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
64,False,"{'a': 0.6, 'e': 0.9359999999999999}",20,0,-92.49666642940562,"{0: 11, 1: 2, 2: 5, 3: 2, 4: 0}",0
65,False,"{'a': 0.6, 'e': 0.9349999999999999}",20,8,-10.8645475471665,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
66,False,"{'a': 0.6, 'e': 0.9339999999999999}",25,0,-101.23300478390063,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
67,False,"{'a': 0.6, 'e': 0.9329999999999999}",25,0,-112.68397026853881,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
68,False,"{'a': 0.6, 'e': 0.9319999999999999}",20,0,-44.365829863410006,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
69,False,"{'a': 0.6, 'e': 0.9309999999999999}",25,0,-167.85905342945188,"{0: 12, 1: 2, 2: 9, 3: 0, 4: 2}",0
70,False,"{'a': 0.6, 'e': 0.9299999999999999}",20,3,-26.822900825319003,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 0}",1
71,False,"{'a': 0.6, 'e': 0.9289999999999999}",20,0,-139.11389956908042,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
72,False,"{'a': 0.6, 'e': 0.9279999999999999}",25,0,-231.34104977125108,"{0: 12, 1: 2, 2: 6, 3: 1, 4: 4}",0
73,False,"{'a': 0.6, 'e': 0.9269999999999999}",25,0,-78.25816214189089,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
74,False,"{'a': 0.6, 'e': 0.9259999999999999}",20,0,-44.75022077128558,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
75,False,"{'a': 0.6, 'e': 0.9249999999999999}",20,0,-106.94208222353865,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
76,False,"{'a': 0.6, 'e': 0.9239999999999999}",30,0,-116.64241498451804,"{0: 18, 1: 4, 2: 6, 3: 1, 4: 1}",0
77,False,"{'a': 0.6, 'e': 0.9229999999999999}",30,0,-199.85324917186014,"{0: 16, 1: 4, 2: 4, 3: 4, 4: 2}",0
78,False,"{'a': 0.6, 'e': 0.9219999999999999}",25,0,-128.16247562879616,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
79,False,"{'a': 0.6, 'e': 0.9209999999999999}",25,0,-87.69891419379258,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
80,False,"{'a': 0.6, 'e': 0.9199999999999999}",20,0,-89.02960345926118,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
81,False,"{'a': 0.6, 'e': 0.9189999999999999}",20,0,-32.80038714319017,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
82,False,"{'a': 0.6, 'e': 0.9179999999999999}",20,0,-19.168373359001293,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
83,False,"{'a': 0.6, 'e': 0.9169999999999999}",20,0,-41.649764616866825,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 0}",0
84,False,"{'a': 0.6, 'e': 0.9159999999999999}",20,0,-142.24451949864365,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
85,False,"{'a': 0.6, 'e': 0.9149999999999999}",20,0,-42.82357969411797,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
86,False,"{'a': 0.6, 'e': 0.9139999999999999}",30,11,-60.33181779569651,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 1}",1
87,False,"{'a': 0.6, 'e': 0.9129999999999999}",25,0,-204.22993285871635,"{0: 13, 1: 5, 2: 3, 3: 0, 4: 4}",0
88,False,"{'a': 0.6, 'e': 0.9119999999999999}",20,0,-69.11326438287452,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
89,False,"{'a': 0.6, 'e': 0.9109999999999999}",20,14,-2.7387035481649766,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.6, 'e': 0.9099999999999999}",25,0,-173.95932594791174,"{0: 12, 1: 3, 2: 7, 3: 1, 4: 2}",0
91,False,"{'a': 0.6, 'e': 0.9089999999999999}",20,0,-84.25272397926123,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
92,False,"{'a': 0.6, 'e': 0.9079999999999999}",25,0,-71.13190896029904,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
93,False,"{'a': 0.6, 'e': 0.9069999999999999}",20,9,-39.13953186826517,"{0: 5, 1: 3, 2: 3, 3: 0, 4: 0}",1
94,False,"{'a': 0.6, 'e': 0.9059999999999999}",25,0,-180.46767320816105,"{0: 12, 1: 2, 2: 7, 3: 2, 4: 2}",0
95,False,"{'a': 0.6, 'e': 0.9049999999999999}",20,6,-59.150436586803465,"{0: 8, 1: 0, 2: 5, 3: 1, 4: 0}",1
96,False,"{'a': 0.6, 'e': 0.9039999999999999}",30,0,-180.60220547150425,"{0: 19, 1: 0, 2: 8, 3: 0, 4: 3}",0
97,False,"{'a': 0.6, 'e': 0.9029999999999999}",20,0,-96.95398671370717,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
98,False,"{'a': 0.6, 'e': 0.9019999999999999}",30,0,-84.07247655535221,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
99,False,"{'a': 0.6, 'e': 0.9009999999999999}",30,0,-89.64204211685161,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
100,False,"{'a': 0.6, 'e': 0.8999999999999999}",25,4,-41.3799137952044,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 0}",1
101,False,"{'a': 0.6, 'e': 0.8989999999999999}",25,0,-103.51898878254643,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
102,False,"{'a': 0.6, 'e': 0.8979999999999999}",35,15,-110.46908938369137,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",1
103,False,"{'a': 0.6, 'e': 0.8969999999999999}",25,0,-108.02316668700486,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
104,False,"{'a': 0.6, 'e': 0.8959999999999999}",20,0,-77.94933574511934,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
105,False,"{'a': 0.6, 'e': 0.8949999999999999}",20,7,-95.85689470561994,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 2}",1
106,False,"{'a': 0.6, 'e': 0.8939999999999999}",20,0,-105.3912293536359,"{0: 10, 1: 1, 2: 7, 3: 2, 4: 0}",0
107,False,"{'a': 0.6, 'e': 0.8929999999999999}",20,0,-175.4162124426678,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 3}",0
108,False,"{'a': 0.6, 'e': 0.8919999999999999}",20,0,-83.07893112790684,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
109,False,"{'a': 0.6, 'e': 0.8909999999999999}",25,0,-165.20282139926223,"{0: 14, 1: 4, 2: 2, 3: 3, 4: 2}",1
110,False,"{'a': 0.6, 'e': 0.8899999999999999}",20,0,-104.91974636716694,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
111,False,"{'a': 0.6, 'e': 0.8889999999999999}",20,0,-83.36939076161975,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
112,False,"{'a': 0.6, 'e': 0.8879999999999999}",25,0,-130.91567097627123,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
113,False,"{'a': 0.6, 'e': 0.8869999999999999}",30,0,-82.4976896794997,"{0: 18, 1: 4, 2: 8, 3: 0, 4: 0}",0
114,False,"{'a': 0.6, 'e': 0.8859999999999999}",20,0,-100.426549388631,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
115,False,"{'a': 0.6, 'e': 0.8849999999999999}",25,0,-193.4480880602365,"{0: 11, 1: 5, 2: 4, 3: 3, 4: 2}",0
116,False,"{'a': 0.6, 'e': 0.8839999999999999}",30,0,-200.18393753086252,"{0: 16, 1: 1, 2: 9, 3: 2, 4: 2}",0
117,False,"{'a': 0.6, 'e': 0.8829999999999999}",35,21,-20.88766458496228,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
118,False,"{'a': 0.6, 'e': 0.8819999999999999}",20,0,-36.418434472081984,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
119,False,"{'a': 0.6, 'e': 0.8809999999999999}",30,15,-91.57672932992955,"{0: 8, 1: 2, 2: 3, 3: 1, 4: 1}",1
120,False,"{'a': 0.6, 'e': 0.8799999999999999}",20,0,-106.44680351970064,"{0: 8, 1: 3, 2: 8, 3: 1, 4: 0}",0
121,False,"{'a': 0.6, 'e': 0.8789999999999999}",20,0,-133.20189619640624,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
122,False,"{'a': 0.6, 'e': 0.8779999999999999}",20,0,-65.28958916280676,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
123,False,"{'a': 0.6, 'e': 0.8769999999999999}",20,0,-70.36494551906553,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
124,False,"{'a': 0.6, 'e': 0.8759999999999999}",25,0,-76.28341267130497,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
125,False,"{'a': 0.6, 'e': 0.8749999999999999}",30,0,-223.7955747615824,"{0: 16, 1: 5, 2: 4, 3: 1, 4: 4}",0
126,False,"{'a': 0.6, 'e': 0.8739999999999999}",30,16,-38.44436368825777,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
127,False,"{'a': 0.6, 'e': 0.8729999999999999}",25,0,-61.8175066862657,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
128,False,"{'a': 0.6, 'e': 0.8719999999999999}",25,0,-188.6834226349237,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
129,False,"{'a': 0.6, 'e': 0.8709999999999999}",25,3,-102.97367263545266,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 2}",1
130,False,"{'a': 0.6, 'e': 0.8699999999999999}",20,0,-94.81005452938876,"{0: 8, 1: 5, 2: 6, 3: 1, 4: 0}",0
131,False,"{'a': 0.6, 'e': 0.8689999999999999}",25,0,-111.9260344720518,"{0: 15, 1: 6, 2: 2, 3: 0, 4: 2}",0
132,False,"{'a': 0.6, 'e': 0.8679999999999999}",25,0,-134.42334598754897,"{0: 13, 1: 6, 2: 4, 3: 0, 4: 2}",0
133,False,"{'a': 0.6, 'e': 0.8669999999999999}",25,0,-138.8329092623911,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
134,False,"{'a': 0.6, 'e': 0.8659999999999999}",20,0,-142.02745506277193,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
135,False,"{'a': 0.6, 'e': 0.8649999999999999}",30,18,-2.7552732666493727,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.6, 'e': 0.8639999999999999}",20,0,-77.78622452412803,"{0: 8, 1: 6, 2: 6, 3: 0, 4: 0}",0
137,False,"{'a': 0.6, 'e': 0.8629999999999999}",20,0,-52.651811363716824,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
138,False,"{'a': 0.6, 'e': 0.8619999999999999}",20,0,-48.343156096749574,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
139,False,"{'a': 0.6, 'e': 0.8609999999999999}",20,0,-182.78079775161586,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
140,False,"{'a': 0.6, 'e': 0.8599999999999999}",20,1,-58.27968908943162,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 0}",1
141,False,"{'a': 0.6, 'e': 0.8589999999999999}",30,0,-101.79317940923607,"{0: 18, 1: 0, 2: 12, 3: 0, 4: 0}",0
142,False,"{'a': 0.6, 'e': 0.8579999999999999}",20,0,-77.35891378378153,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
143,False,"{'a': 0.6, 'e': 0.8569999999999999}",30,17,-47.044678321539,"{0: 7, 1: 0, 2: 6, 3: 0, 4: 0}",1
144,False,"{'a': 0.6, 'e': 0.8559999999999999}",20,0,-53.89674297740694,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
145,False,"{'a': 0.6, 'e': 0.8549999999999999}",25,8,-125.9650815193744,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 2}",1
146,False,"{'a': 0.6, 'e': 0.8539999999999999}",20,0,-74.29341571598906,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
147,False,"{'a': 0.6, 'e': 0.8529999999999999}",20,0,-153.07433661019053,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
148,False,"{'a': 0.6, 'e': 0.8519999999999999}",25,14,-8.832238827948048,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
149,False,"{'a': 0.6, 'e': 0.8509999999999999}",30,0,-184.01260742930276,"{0: 15, 1: 3, 2: 8, 3: 3, 4: 1}",0
150,False,"{'a': 0.6, 'e': 0.8499999999999999}",30,0,-108.63613313728264,"{0: 19, 1: 2, 2: 8, 3: 0, 4: 1}",0
151,False,"{'a': 0.6, 'e': 0.8489999999999999}",20,0,-79.4515183142419,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
152,False,"{'a': 0.6, 'e': 0.8479999999999999}",20,0,-115.16425251399303,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
153,False,"{'a': 0.6, 'e': 0.8469999999999999}",25,15,-18.763534661501268,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
154,False,"{'a': 0.6, 'e': 0.8459999999999999}",20,0,-113.91320587411526,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
155,False,"{'a': 0.6, 'e': 0.8449999999999999}",25,0,-183.7352764374813,"{0: 12, 1: 5, 2: 5, 3: 0, 4: 3}",0
156,False,"{'a': 0.6, 'e': 0.8439999999999999}",20,11,-46.27168828534615,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
157,False,"{'a': 0.6, 'e': 0.8429999999999999}",20,0,-129.55139219040606,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
158,False,"{'a': 0.6, 'e': 0.8419999999999999}",20,0,-92.29924598188505,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
159,False,"{'a': 0.6, 'e': 0.8409999999999999}",20,0,-74.42754519207026,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
160,False,"{'a': 0.6, 'e': 0.8399999999999999}",20,0,-105.03366319882326,"{0: 11, 1: 4, 2: 2, 3: 2, 4: 1}",0
161,False,"{'a': 0.6, 'e': 0.8389999999999999}",25,0,-135.69156936237994,"{0: 12, 1: 2, 2: 10, 3: 0, 4: 1}",0
162,False,"{'a': 0.6, 'e': 0.8379999999999999}",30,0,-71.39363013888013,"{0: 22, 1: 1, 2: 5, 3: 2, 4: 0}",0
163,False,"{'a': 0.6, 'e': 0.8369999999999999}",25,0,-156.38157865154045,"{0: 14, 1: 4, 2: 3, 3: 2, 4: 2}",0
164,False,"{'a': 0.6, 'e': 0.8359999999999999}",30,0,-86.5918454626886,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
165,False,"{'a': 0.6, 'e': 0.8349999999999999}",20,0,-62.027230523033175,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
166,False,"{'a': 0.6, 'e': 0.8339999999999999}",30,13,-84.66826744942972,"{0: 8, 1: 4, 2: 4, 3: 0, 4: 1}",1
167,False,"{'a': 0.6, 'e': 0.8329999999999999}",20,11,-43.083316785312995,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
168,False,"{'a': 0.6, 'e': 0.8319999999999999}",25,0,-4.029813807679116,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
169,False,"{'a': 0.6, 'e': 0.8309999999999998}",25,0,-103.71986403738332,"{0: 13, 1: 7, 2: 3, 3: 1, 4: 1}",0
170,False,"{'a': 0.6, 'e': 0.8299999999999998}",20,0,-76.92377324975115,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
171,False,"{'a': 0.6, 'e': 0.8289999999999998}",25,2,-59.55940722918841,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 0}",1
172,False,"{'a': 0.6, 'e': 0.8279999999999998}",20,0,-44.12206782859468,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
173,False,"{'a': 0.6, 'e': 0.8269999999999998}",25,0,-126.89675161654121,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
174,False,"{'a': 0.6, 'e': 0.8259999999999998}",20,0,-145.77842439520185,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
175,False,"{'a': 0.6, 'e': 0.8249999999999998}",25,0,-67.65377134576322,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
176,False,"{'a': 0.6, 'e': 0.8239999999999998}",35,5,-97.20339488253005,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",1
177,False,"{'a': 0.6, 'e': 0.8229999999999998}",25,0,-79.3553426715227,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
178,False,"{'a': 0.6, 'e': 0.8219999999999998}",20,13,0.7676156172217019,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.6, 'e': 0.8209999999999998}",30,7,-99.38655838035997,"{0: 15, 1: 2, 2: 3, 3: 2, 4: 1}",1
180,False,"{'a': 0.6, 'e': 0.8199999999999998}",30,0,-101.48291583737107,"{0: 21, 1: 4, 2: 3, 3: 0, 4: 2}",0
181,False,"{'a': 0.6, 'e': 0.8189999999999998}",20,0,-98.14627221544579,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
182,False,"{'a': 0.6, 'e': 0.8179999999999998}",30,0,-110.1634334355424,"{0: 17, 1: 2, 2: 10, 3: 1, 4: 0}",0
183,False,"{'a': 0.6, 'e': 0.8169999999999998}",35,0,-171.78744280085238,"{0: 17, 1: 7, 2: 8, 3: 2, 4: 1}",0
184,False,"{'a': 0.6, 'e': 0.8159999999999998}",25,11,-54.20633188397642,"{0: 9, 1: 1, 2: 2, 3: 2, 4: 0}",1
185,False,"{'a': 0.6, 'e': 0.8149999999999998}",20,0,-91.25751677046331,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
186,False,"{'a': 0.6, 'e': 0.8139999999999998}",20,0,-126.55960564966496,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
187,False,"{'a': 0.6, 'e': 0.8129999999999998}",20,3,-125.68545673460586,"{0: 7, 1: 3, 2: 4, 3: 2, 4: 1}",1
